Date,Country,Region,Plastic_Waste_Tons,Plastic_Recycled_Tons,Burned_Waste_Tons,Illegal_Dumping_Cases,Trees_Cut,Deforestation_Area_Ha,Forest_Fires_Reported
2023/8/9,Nigeria,Urban,1703.31,305.23,772.45,3,615,15.6,0
2022/5/27,Indonesia,Forest,1654.92,152.55,236.24,2,553,7.99,0
2020/10/4,Russia,Coastal,1634.57,1192.5,2460.07,2,499,16.31,0
2022/8/3,Philippines,Urban,2961,776.42,2625.94,3,291,15.13,2
2021/1/7,Russia,Mountain,1680.07,1502.99,499.65,3,418,12.85,0
2020/4/12,Nigeria,Mountain,481.96,588.09,3404.26,5,676,18.81,0
2021/6/16,Mexico,Mountain,997.13,1036.56,892.72,1,520,2.43,1
2022/2/15,Indonesia,Forest,1436.75,384.15,1811.47,1,337,16.07,0
2021/11/1,Germany,Urban,1740.88,168.37,1729.66,3,448,13.58,2
2021/3/9,Brazil,Forest,2448.29,1038.91,53.85,2,153,6.64,1
2022/7/20,India,Mountain,1751.3,1208.14,1117.23,4,360,11.15,0
2021/10/31,Philippines,Rural,196.01,313,468.35,3,858,13.07,1
2021/11/22,Brazil,Rural,541.96,1871.9,118.05,3,176,14.86,1
2022/2/15,India,Forest,2567.34,1911.25,1244.87,1,89,4.15,1
2021/7/23,China,Suburban,1406.02,206.27,1628.45,2,121,2.49,1
2022/5/13,USA,Mountain,1866.06,217.84,633.91,5,796,2.49,2
2021/5/31,India,Mountain,1268.27,230.08,1180.48,2,931,6.23,5
2020/6/16,India,Mountain,993.57,517.63,2545.3,3,994,3.51,3
2022/8/21,Russia,Mountain,1305.88,403.08,889.06,2,296,10.95,2
2020/2/9,Mexico,Urban,1882.68,124.32,300.36,3,855,9.02,0
2023/1/9,China,Forest,1670.6,237.89,1947.61,1,296,17.91,0
2020/4/16,Mexico,Forest,3217.65,24.97,778.14,4,361,14.49,4
2021/12/17,Russia,Urban,390.72,35.61,592.96,2,83,4.51,0
2021/4/4,Russia,Rural,451.55,93.35,836.76,3,178,1.39,1
2023/8/24,Russia,Forest,1393.01,2456.05,812.09,1,59,14.33,0
2020/5/20,Brazil,Coastal,2467.97,2240.02,177.28,1,217,16.99,1
2023/8/27,Mexico,Forest,2851.39,1088.78,1330.17,1,833,14.17,1
2020/3/23,Mexico,Suburban,1027.69,316.5,1311.81,3,265,13.05,3
2020/3/4,Philippines,Forest,60.44,91.07,856.69,0,991,5.36,1
2021/5/21,Indonesia,Rural,1056.25,576.72,1234.69,2,457,10.14,0
2021/2/12,China,Urban,2225.38,856.3,1709.37,2,801,14.64,0
2020/2/11,Brazil,Rural,1646.98,264.57,1297.19,3,575,4.27,4
2023/6/26,China,Rural,2531.97,817.6,570.15,5,651,9.79,2
2020/11/8,Brazil,Urban,3737.85,150.69,459.57,3,984,2.78,0
2021/5/3,Mexico,Suburban,1470.27,323.51,3749.96,5,67,10.85,0
2020/9/15,USA,Coastal,1157.39,454.79,1322.47,5,389,11.68,1
2022/8/27,Indonesia,Urban,765.48,2289.62,935.92,1,730,10.94,0
2023/10/3,Mexico,Rural,448.84,233.91,1566.09,5,617,9.65,1
2020/8/22,Nigeria,Urban,330.91,852.69,639.72,3,725,11.96,0
2023/3/1,Russia,Suburban,943.52,194.45,1961.09,0,713,19.94,1
2021/3/22,Philippines,Forest,3401.91,163.35,786.97,4,139,12.64,1
2022/8/10,Brazil,Forest,2704,263.25,133.36,2,334,15.18,0
2023/12/3,China,Coastal,1112.8,595.48,986.25,6,583,4.25,1
2021/6/8,Russia,Coastal,6291.1,2059.25,406.34,1,316,10.84,0
2022/1/25,USA,Urban,1000.61,309.13,895.47,2,858,0.65,0
2020/12/9,India,Urban,3975.33,1215.58,799.9,1,482,1.11,0
2023/5/25,USA,Urban,4604.57,2374.35,1427.39,2,807,6.79,1
2023/5/28,Brazil,Mountain,2333.8,733.27,2940.12,4,700,9.6,0
2024/1/11,Russia,Rural,935.91,1396.85,1824.44,5,101,11.72,1
2020/8/22,Brazil,Rural,1238.13,247.34,1319.89,1,116,17.82,0
2020/12/1,Germany,Suburban,1916.64,833.32,1163.98,6,646,15.55,2
2021/9/29,Philippines,Coastal,462.32,1022.5,1353.99,7,299,6.35,0
2020/8/9,Philippines,Forest,700.68,116.32,2691.09,2,380,15,1
2023/3/31,India,Suburban,647.53,220.12,1549.14,2,953,11.21,0
2020/2/22,China,Suburban,2459.92,435.48,136.64,6,464,15.69,0
2021/9/30,Indonesia,Suburban,3713.86,271.57,427.4,4,172,8.52,0
2023/3/25,Brazil,Forest,2777.79,487.09,2208.79,5,251,2.29,0
2023/10/19,India,Forest,3311.61,94.13,1295.78,2,55,12.56,0
2022/2/7,Indonesia,Forest,868.13,2202.73,2654.55,1,898,11.36,1
2022/3/23,India,Rural,1283.83,1317.26,1742.48,5,535,19.1,1
2024/1/4,Indonesia,Mountain,1363.36,5318.49,1134.92,6,248,3.66,0
2021/2/10,Germany,Suburban,2327.21,136.31,1119.63,3,785,13.29,2
2020/6/4,Nigeria,Forest,966.28,861.55,631.9,2,62,9.74,0
2023/4/27,Mexico,Coastal,3174.38,274.42,877.98,2,55,7.89,1
2023/11/15,Mexico,Urban,4521.09,162.14,324.74,4,460,15.99,1
2023/7/8,China,Urban,2412,1258.63,508.57,5,170,16.31,1
2021/5/12,Indonesia,Coastal,1238.52,613.55,400.09,4,606,14.43,0
2020/7/27,Nigeria,Coastal,801.05,406.64,1022.4,7,411,2.13,0
2023/11/28,Indonesia,Coastal,648.98,752.83,694.9,2,587,7.23,3
2021/9/9,China,Mountain,198.84,231.35,200.41,3,53,1.41,1
2023/11/2,Brazil,Urban,1397.04,222.45,1569.46,4,854,7.2,1
2023/5/14,India,Mountain,1334.24,285.57,754.71,2,838,13.13,3
2020/9/4,Nigeria,Forest,3042.62,1464.2,1913.76,2,333,10.61,0
2023/3/5,Russia,Urban,1021.56,1371.87,1495.96,3,771,14.21,2
2020/3/25,China,Coastal,1460.09,127.98,4048.85,1,849,11.25,2
2021/12/12,Mexico,Mountain,2058.74,2131.93,1029.38,2,408,11.34,2
2022/12/27,Brazil,Rural,2384.26,566.48,642.9,3,742,10.46,0
2022/5/27,China,Urban,2806.79,849.37,501.34,3,814,7.6,0
2023/9/16,Philippines,Suburban,1911.46,275.41,1686.13,4,978,9.21,0
2022/1/28,Brazil,Coastal,490.49,594.8,1805.28,6,331,2.69,2
2020/5/21,Germany,Coastal,2237.74,160.9,1044.15,2,706,16.77,0
2022/11/2,Germany,Forest,959.26,254.62,1273.07,5,677,17.84,1
2023/8/19,Mexico,Mountain,3830.87,1176.06,2252.92,2,398,15.44,3
2021/11/29,Nigeria,Forest,1694.28,1198.43,1745.65,2,79,11.88,0
2020/1/26,India,Rural,1997.2,883.29,1326.93,3,938,11.6,1
2022/5/10,Germany,Suburban,7786.89,380.71,339.73,4,803,9.67,1
2022/9/30,Philippines,Rural,2840.67,125.04,522,3,566,5.01,2
2020/8/4,Indonesia,Forest,2208.76,1604.73,775.99,4,423,7.98,2
2022/6/6,Nigeria,Urban,1494.23,1270.84,816.88,4,823,19.8,1
2022/1/11,Indonesia,Urban,533.09,47.23,567.89,5,667,3.34,3
2023/7/25,China,Forest,1411.12,1215.23,508.73,3,173,11.08,0
2022/7/30,Brazil,Suburban,792.13,406.4,844.67,2,495,17.4,3
2023/12/19,Philippines,Suburban,4885.63,1050.95,1175.49,5,443,9.33,1
2020/11/9,Brazil,Forest,2229.87,95.94,1520.44,4,887,12.31,2
2022/6/10,USA,Urban,3737.98,291.68,182.37,1,699,16.64,0
2020/12/26,Mexico,Mountain,996.88,635.89,700.46,0,667,11.18,1
2022/12/4,India,Suburban,844.85,2203.4,209.21,3,774,14.76,2
2023/8/25,India,Suburban,2651.5,637.39,1033.52,5,861,7.27,0
2021/7/7,India,Forest,763.41,1418.11,1020.15,4,105,14.79,2
2023/6/15,USA,Suburban,1163.3,717.87,954.22,9,181,1.3,0
2023/1/7,India,Coastal,5038.06,695.16,841.48,1,830,3.48,0
2022/9/17,Germany,Mountain,1202.14,924.41,712,2,171,12.93,1
2022/8/10,Nigeria,Forest,424.29,552.34,957.57,3,251,9.25,2
2022/6/11,Russia,Coastal,270.33,1153.14,1548.4,7,769,16.65,2
2024/2/6,Indonesia,Coastal,371.05,176.24,757.64,4,836,7.17,0
2023/4/28,Indonesia,Forest,3885.77,555.94,360.43,6,651,15.46,1
2021/7/3,India,Forest,1050.92,2345.07,1270.19,3,751,3.21,1
2021/10/22,Mexico,Forest,7631.05,1464.88,1813.9,4,314,18.64,2
2021/5/17,Russia,Coastal,4555.43,774.43,342.99,2,607,8.66,1
2020/6/26,USA,Rural,5829.61,1309.28,291.08,1,873,5,3
2021/7/25,Nigeria,Forest,3369.1,1896.82,330.97,1,891,15.89,0
2022/7/12,USA,Forest,2554.61,36.7,946.89,2,89,18.98,1
2021/5/14,Russia,Mountain,817.81,446.21,3090.61,1,628,18.4,1
2022/8/9,Nigeria,Forest,1662.31,290.57,2761.99,3,162,5.14,1
2023/3/13,China,Suburban,2737.04,106.46,1273.49,1,388,13.6,0
2023/6/3,Brazil,Suburban,3229.17,2598.2,322.67,2,111,11.16,1
2023/9/30,Philippines,Mountain,584.54,962.06,2740.67,2,276,14.64,1
2022/2/15,Nigeria,Mountain,1428.95,1272.69,2840.67,2,223,10,0
2021/11/19,Brazil,Rural,1562.19,304.66,488.59,5,183,9.66,0
2020/2/28,Mexico,Forest,1514.38,436.8,1043.73,2,334,17.71,0
2022/10/9,India,Rural,663.28,580.58,1807.25,5,836,17.49,0
2021/10/27,Indonesia,Suburban,5389.03,826.28,2496.05,5,675,15.86,1
2021/1/7,USA,Coastal,1391.04,1118.43,925.91,3,157,14.25,0
2022/9/25,Mexico,Rural,709.54,1060.74,1939.81,4,192,13.73,4
2021/3/10,India,Urban,5475.57,465.99,1368.41,2,618,1.6,0
2021/12/27,Russia,Urban,4558.29,1953.88,1312.6,0,343,15.12,1
2021/6/13,Brazil,Urban,1855.25,1662.1,1223.33,1,326,12.94,1
2021/11/28,Germany,Mountain,1134.51,755.27,3190.69,5,541,6.4,1
2021/7/26,China,Suburban,339.26,600.89,1091.93,5,612,16.49,0
2023/5/5,China,Urban,2421.54,431.83,1499.5,5,984,16.73,2
2023/12/7,Nigeria,Suburban,1069.21,830.41,3203.55,2,520,18.68,1
2021/7/19,Brazil,Rural,1631.4,1594.65,1579.19,10,325,8.66,2
2023/2/12,Mexico,Forest,5161.29,613.66,668.92,0,283,11.25,2
2020/1/21,Germany,Mountain,1003.84,331.35,1002.7,4,291,18.17,0
2022/11/24,India,Mountain,2348.06,601.14,531.71,1,307,6.68,0
2021/1/26,Nigeria,Urban,2864.2,767.59,989.35,3,798,16.03,1
2020/6/24,USA,Coastal,3805.41,161.77,926.88,3,81,19.84,1
2021/5/9,China,Coastal,1540.68,113.24,767.21,4,416,13.21,1
2024/1/14,Philippines,Forest,1417.31,340.66,1224.46,1,397,19.68,1
2022/4/12,China,Suburban,1391.05,1950.79,227.83,0,809,10.56,1
2022/9/27,Philippines,Rural,2187.34,1525.44,3684.4,4,181,3.48,1
2023/2/11,USA,Urban,4431.84,79.7,941.99,3,824,3.92,1
2021/5/7,Germany,Suburban,1340.58,210.79,1047.1,5,820,14.76,0
2023/11/15,Nigeria,Rural,87.23,1102.84,2708.42,4,842,0.52,4
2022/9/2,Philippines,Suburban,3088.3,387.14,1563.03,2,417,13.41,1
2023/8/15,Germany,Coastal,1754.66,869.26,751.72,4,811,3.45,0
2023/12/28,USA,Coastal,2425.41,86.94,839.41,0,314,19.7,1
2022/10/2,Mexico,Urban,353.83,589.93,2197.13,1,264,3.68,2
2022/7/6,USA,Coastal,1072.71,534.6,2413.18,4,264,11.27,0
2020/2/5,Indonesia,Coastal,2916.72,1277.65,686.26,0,331,13.55,1
2020/7/9,India,Forest,515.19,826.44,2664.03,6,881,16.48,0
2021/8/25,Russia,Forest,2344.26,664.01,249.41,4,579,9.46,2
2021/3/29,India,Coastal,1621.08,59.54,2911.2,6,908,18.71,0
2022/4/8,USA,Urban,886.82,2401.64,1385.87,4,51,9.86,0
2023/11/17,Mexico,Urban,824.21,1038.54,2640.57,4,562,5.42,0
2021/5/13,Nigeria,Suburban,669.14,277.34,1683.73,0,865,12.06,0
2021/9/19,India,Coastal,1747.57,648.9,723.49,2,513,13.33,0
2023/9/21,Nigeria,Coastal,1904.99,399.39,980.66,3,496,10.39,1
2023/4/6,India,Mountain,1236.32,479.11,746.17,1,412,14.8,0
2022/1/25,Russia,Suburban,630.35,1506.94,576.78,2,265,8.7,2
2022/8/27,China,Forest,2296.18,209.58,1514,3,213,0.58,2
2023/2/7,Brazil,Forest,3127.2,1074.6,174.07,2,752,5.66,1
2022/12/23,USA,Urban,2600.58,1557,933.54,3,636,18.95,3
2021/12/5,Mexico,Rural,5983.86,940.1,1142.28,1,587,15.38,2
2022/5/21,USA,Rural,1441.52,502.84,183.87,4,560,4.2,1
2023/2/1,Russia,Coastal,4146.28,255.54,1359.49,2,823,1.8,2
2021/11/8,Germany,Coastal,964.09,297.35,1679.34,1,843,7.34,0
2021/12/21,India,Suburban,833.17,661.13,1504.47,4,270,16.81,2
2023/12/10,Indonesia,Mountain,1830.1,612.46,1488.28,1,604,2.57,2
2022/7/18,China,Mountain,4767.01,1186.54,1164.76,6,683,11.1,2
2021/7/8,Brazil,Urban,1317.61,96.67,440.18,3,690,5.86,2
2021/9/19,India,Suburban,353.53,1492.19,34.53,3,826,14.66,0
2021/5/29,USA,Rural,3086.48,3613.59,912.36,5,332,0.51,1
2021/4/17,Mexico,Mountain,1568.19,549.58,720.17,3,120,5.9,4
2020/9/4,Russia,Rural,2082.87,472.4,1140.34,5,934,13.75,0
2024/1/17,Nigeria,Suburban,872.32,517.2,549.47,2,423,11.16,0
2021/1/29,Germany,Mountain,1817.22,640.54,2282.51,3,308,15.69,0
2021/10/8,Brazil,Forest,414.05,436.83,242.77,6,494,3.57,1
2020/9/1,Philippines,Coastal,5443.43,38.14,643.53,6,250,10.85,1
2023/1/2,Brazil,Mountain,3485.98,506.33,878.46,3,691,4.32,0
2023/11/14,Mexico,Mountain,1755.81,676.08,1517.63,3,429,12.96,0
2021/1/14,Indonesia,Suburban,3027.79,1619.72,1523.29,3,891,3.06,0
2021/1/27,Russia,Urban,966.25,206.33,2046.03,1,642,3.4,1
2021/3/19,Brazil,Forest,3381.29,2134.84,1844.16,5,815,6.9,1
2022/9/18,Philippines,Coastal,1270.76,407.52,924.73,3,464,8.34,2
2021/7/20,Philippines,Forest,1197.98,236.97,1951.21,4,114,10.22,0
2024/1/23,India,Suburban,712.7,1038.77,933.36,1,427,11.82,0
2023/4/22,Russia,Suburban,2275.52,361.45,223.56,3,707,9.64,2
2022/12/10,Indonesia,Coastal,1698.13,559.57,251.45,5,695,1.39,0
2023/5/7,USA,Forest,4235.43,595.89,856.58,3,151,7.2,0
2021/8/2,China,Forest,636.95,990.09,408.26,1,91,1.7,2
2020/7/24,China,Urban,2283.01,544.1,983.45,3,928,2.8,2
2021/2/1,Nigeria,Rural,3717.56,489.23,1883.81,3,245,2.31,1
2021/8/29,Russia,Forest,1930.42,396.87,788.75,4,409,3.58,3
2021/4/10,Nigeria,Suburban,1251.04,908.84,141.2,2,821,16.35,0
2022/1/9,Nigeria,Coastal,1893.75,342.12,1590.32,6,148,12.74,1
2021/1/2,Germany,Coastal,4011.99,1661.68,720.51,2,437,10.38,1
2021/9/11,China,Urban,4010.87,602.04,877.78,4,114,14.78,0
2020/1/29,USA,Rural,1518.84,65.03,4412.96,2,346,19.24,0
2023/12/21,Brazil,Coastal,3964.4,767.1,2047.99,7,476,8.64,1
2022/12/29,USA,Urban,1637.32,879.84,2406.83,7,272,7.66,1
2020/9/16,Indonesia,Coastal,3004.49,1676.18,806.25,2,806,19.57,0
2021/7/15,Philippines,Mountain,2476.82,268.74,3771.14,5,744,15.54,1
2020/4/3,Brazil,Suburban,1210.34,226.41,488.76,3,964,15.65,1
2020/4/21,Indonesia,Forest,736.94,1017.66,227.99,3,198,12.2,0
2023/2/7,Brazil,Rural,3783.57,1468.56,4230.73,1,558,10.39,2
2021/8/21,Indonesia,Forest,4503.16,256.89,145.1,2,491,11.24,0
2023/11/29,Germany,Forest,2244.1,743.06,724.16,4,463,13.22,2
2020/9/15,Germany,Mountain,1635.63,552.95,1608.79,5,165,7.85,0
2023/7/30,Nigeria,Rural,560.89,267.24,815.06,2,952,15.75,1
2022/10/2,Russia,Forest,3718.21,522.9,605.26,2,502,18.23,0
2020/7/29,Brazil,Urban,2059.79,1387.62,1093.1,0,369,11.64,1
2020/1/26,Mexico,Coastal,1354.27,604.4,1038.91,5,819,7.94,0
2023/3/21,Nigeria,Suburban,3063.54,497.02,1196.51,2,932,14.06,1
2021/8/5,USA,Coastal,462.95,973.84,2566.88,2,500,4.05,0
2022/8/19,Germany,Suburban,680.08,1487.97,1677.55,4,945,19.39,2
2022/9/7,China,Urban,935.88,202.03,901.72,6,128,13.33,2
2022/6/21,Germany,Coastal,2422.05,770.17,1321.36,1,792,1.82,1
2021/11/28,China,Mountain,1909.42,410.16,13.16,2,406,10.83,0
2021/1/12,Brazil,Urban,2627.72,606.88,954.55,1,168,15.13,0
2020/4/15,Brazil,Mountain,3548.96,1038.46,1404.24,2,635,5.92,3
2021/6/1,Indonesia,Rural,2694.47,443.39,550.93,2,570,1.49,2
2022/9/5,China,Coastal,5519.33,540.21,744.68,1,328,10.04,0
2020/8/21,Philippines,Mountain,3543.37,1299.08,2055.49,4,831,16.76,1
2020/5/13,India,Coastal,1516.04,861.78,401.44,2,615,5.4,0
2022/3/31,USA,Rural,1066.69,528.77,2095.33,2,941,14.48,1
2022/10/4,Nigeria,Forest,1552.5,662.05,3215.74,0,94,8.45,1
2020/5/31,Indonesia,Coastal,2760.58,619.16,763,2,274,1.66,1
2023/3/27,Brazil,Rural,1165.3,57.48,407.71,4,577,6.43,0
2023/7/13,USA,Urban,2813.98,672.19,577.74,3,773,6.62,3
2023/11/6,Nigeria,Coastal,2594.01,131.08,3058.87,1,761,18.14,2
2020/4/19,Russia,Urban,727.22,1455.55,383.99,7,290,19.64,1
2020/11/6,Mexico,Rural,3498.53,127.01,408.77,2,663,4.59,1
2020/11/1,India,Urban,2187.22,389.99,141.81,3,531,8.9,2
2023/2/26,China,Mountain,5344.25,318.69,731.34,3,144,19.55,3
2021/9/14,China,Forest,1641.72,1890.83,1227.28,5,414,8.44,0
2020/6/23,Indonesia,Urban,1305.1,1408.4,2777.89,1,234,7.31,0
2021/5/23,India,Mountain,642.89,15.44,790.56,3,185,2.64,0
2020/8/30,Russia,Forest,633.28,576.85,1571.73,1,74,15.19,3
2023/2/16,Germany,Rural,3219.16,163.27,588.92,3,986,9.22,2
2022/5/2,Mexico,Rural,4994.06,674.47,336.44,3,367,12.95,1
2023/5/26,Mexico,Coastal,1535.43,1019.07,2513.53,5,382,10.44,0
2023/5/5,USA,Mountain,1458.08,725.98,1199.76,5,963,3.9,0
2023/6/20,Brazil,Suburban,1758.75,1070.47,1673.08,2,611,3.94,0
2021/4/7,Germany,Forest,3661.63,455.23,1171.38,1,730,18.83,0
2022/12/6,Brazil,Coastal,733.24,746.43,217.32,2,851,17.85,1
2022/2/18,Indonesia,Coastal,1993.73,1039.53,2046.43,1,149,12.41,2
2022/7/11,Brazil,Rural,3269.25,375.06,556.3,4,419,0.52,0
2022/6/25,India,Urban,2400.88,233.05,1507.58,5,642,8.95,1
2021/8/31,India,Forest,45.92,300.36,356.52,5,61,10.84,0
2023/4/20,USA,Suburban,2703.91,522.07,384.25,0,769,9.26,1
2022/5/28,Indonesia,Rural,2417.57,591.49,597.81,5,126,18.55,0
2021/9/17,USA,Rural,4143.39,784.44,464.96,1,636,1.3,0
2023/3/10,Russia,Suburban,4734.82,268.96,321.02,2,731,13.27,2
2023/6/25,Nigeria,Urban,4005.77,1064.31,4156.17,2,872,6.62,1
2020/5/3,Brazil,Mountain,1765.96,2221.37,1058.01,0,397,11.41,2
2023/6/2,Philippines,Mountain,336.03,321.22,187.13,3,492,13.29,0
2020/7/22,Philippines,Suburban,1449.75,3162.98,339.78,1,740,9.1,0
2021/3/1,China,Forest,1723.59,2444.24,496.09,4,137,3.39,0
2023/7/5,Brazil,Urban,4952.42,589.77,683.63,3,998,10.62,1
2021/3/8,India,Urban,880.15,507.42,1764.06,3,514,18.69,2
2021/6/25,Brazil,Coastal,477.36,295.72,1227.57,5,826,10.95,1
2023/9/14,USA,Urban,1171.6,1194.1,1035.58,3,543,2.9,2
2020/6/15,Germany,Suburban,923.05,626.73,238.4,4,271,16.57,0
2020/11/17,Indonesia,Forest,430.57,687.85,1548.74,1,564,4.82,0
2021/5/6,Brazil,Urban,1561.66,238.82,221.37,1,167,7.72,1
2020/12/21,Nigeria,Coastal,1775.38,1221.27,873.47,4,185,8.86,1
2023/2/4,Brazil,Mountain,404.29,469.68,1294.02,2,236,7.12,0
2020/6/2,India,Urban,1298.5,179.01,1329.65,3,591,8.39,0
2020/11/16,Germany,Urban,872.01,547.77,1163.43,1,628,16.01,0
2020/1/6,India,Forest,1819.62,256.92,1203.24,3,360,4.86,0
2022/4/16,Indonesia,Suburban,1957.33,1678.04,1126.15,4,979,9.67,1
2022/7/11,Philippines,Suburban,872.17,2420.85,281.38,2,428,0.89,0
2023/11/12,Russia,Coastal,3477.46,562.45,265.73,4,860,10.4,1
2023/5/1,Russia,Urban,1694.33,1378.02,1900.28,9,461,2.68,0
2022/8/20,Germany,Forest,909.2,1351.42,1920.66,4,470,6,1
2021/8/19,India,Coastal,376.74,300.87,379.08,2,266,6.84,1
2020/3/7,Russia,Suburban,2035.86,651.87,1178.02,5,719,2.11,0
2021/4/19,Russia,Rural,2413.47,385.06,1372.24,0,120,7.53,1
2021/8/13,Indonesia,Coastal,1117.59,275.96,1036.58,2,879,10.21,2
2023/12/18,Nigeria,Rural,1863.45,1422.82,2104.45,2,159,8.91,0
2021/8/2,USA,Rural,4734.68,369.82,703.07,4,334,5.97,2
2023/12/10,Indonesia,Coastal,3113.28,786.23,758.68,1,932,6.25,0
2022/7/18,China,Coastal,146.28,1327.32,2120.89,3,819,12.85,2
2020/5/25,China,Forest,899.97,1753.73,290.25,7,651,14.51,1
2023/11/8,Germany,Coastal,1502.89,180.13,1846.89,1,922,11.74,1
2021/4/23,Indonesia,Mountain,1767.86,200.03,2862.12,3,618,19.54,1
2021/6/25,India,Suburban,1894.02,712.82,1521.18,3,347,18.93,2
2023/7/4,Philippines,Urban,2304.79,37.13,973.11,3,548,2.42,2
2023/4/22,Philippines,Coastal,1542.6,211.92,303.56,1,610,5.6,1
2023/9/16,Philippines,Rural,1691.12,1545.51,1173.35,1,746,17.43,2
2021/2/9,USA,Rural,3224.83,998.12,536.52,2,760,1.08,1
2022/5/20,China,Coastal,2065.5,522.07,808.14,7,579,12.05,0
2020/8/23,Germany,Urban,583.24,879.04,1355.98,5,247,19.11,1
2023/1/20,Russia,Urban,1810.78,1055,470.5,5,556,13.73,1
2021/4/5,Mexico,Forest,1506.17,111.17,354.22,2,538,2.29,2
2023/8/19,Germany,Forest,226.47,363.1,646.13,8,793,15.08,0
2020/11/1,India,Forest,1881.68,1708.08,2643.74,5,76,7.84,0
2021/6/28,Brazil,Urban,660.85,723.91,1376.58,4,167,18.47,2
2020/10/18,China,Rural,3257.65,761.72,529.55,3,103,6.08,1
2020/5/26,Russia,Forest,2281.24,563.8,582.68,5,553,9.73,1
2020/5/2,Indonesia,Coastal,551.82,58.16,2318.83,2,201,15.06,0
2020/12/5,Russia,Forest,3157.18,315.72,263.31,4,786,5.52,0
2021/9/21,USA,Coastal,4188.11,835.3,2605.61,0,528,4.04,1
2023/5/3,Mexico,Coastal,1364.25,371.97,454.15,2,211,0.55,1
2023/3/11,USA,Rural,1499.22,188.21,2531.6,3,711,10.02,0
2021/8/14,Mexico,Suburban,2947.84,219.65,1891.29,7,265,18.61,1
2022/6/18,India,Coastal,3981.33,1734.77,402.47,5,880,5.99,0
2020/9/11,Russia,Forest,309.87,351.72,1686.75,5,469,1.35,3
2022/8/17,Nigeria,Rural,617.72,1479.7,199.98,3,397,12.6,2
2023/11/11,Germany,Rural,1190.57,764.78,2163.64,1,389,1.6,1
2021/9/14,Mexico,Urban,1299.79,467.23,393.18,2,878,10.38,2
2023/12/4,Germany,Coastal,2889.42,261.73,2167.36,2,899,7.94,1
2022/4/4,Nigeria,Forest,3995.11,1020.16,282.07,5,603,9.77,2
2021/7/11,Philippines,Coastal,4195.79,1342.68,419.14,1,401,3.67,0
2022/10/21,Mexico,Forest,301.14,1101.04,3065.69,3,722,2.26,2
2023/1/10,Nigeria,Mountain,827.75,128.01,1488.63,2,635,15.11,0
2022/10/8,Russia,Urban,1012.84,350.71,459.75,2,954,5.29,1
2022/6/15,China,Rural,824.73,395.61,1266.95,3,424,16.11,1
2020/6/13,Indonesia,Urban,2276.26,40.44,1244.9,5,586,15.29,1
2023/5/9,India,Mountain,2476.07,871.69,844.99,3,958,4.37,3
2020/3/22,Nigeria,Suburban,1674.97,978.02,1235.73,1,352,18.21,2
2022/6/3,Philippines,Urban,1555.17,950.32,2337.53,3,291,3.64,2
2021/10/22,USA,Urban,1233.17,825.11,1853.42,1,427,16.04,0
2023/5/21,India,Mountain,1354.39,430.24,1538.91,3,734,8.7,1
2021/5/27,China,Urban,4699.61,250.4,447.49,2,438,4.07,2
2020/2/22,India,Urban,2738.06,428.74,278.45,5,336,18.79,0
2020/7/6,Germany,Mountain,1271.79,770.1,967.07,4,208,19.28,0
2021/4/13,Mexico,Mountain,1531.94,1586.57,1883.56,5,403,10.47,0
2023/10/12,Nigeria,Rural,2314.06,626.48,110.95,1,779,9.65,0
2023/3/24,Philippines,Suburban,551.64,607.45,682.3,1,504,18.07,1
2023/4/17,USA,Forest,1858.1,47.51,1462.9,1,986,12.12,0
2020/2/12,Indonesia,Forest,2633.54,814.48,2570.37,2,676,5.69,0
2023/10/8,Brazil,Suburban,2400.47,1675.23,961.86,2,991,8.79,2
2021/7/5,USA,Suburban,842.48,525.99,641.35,1,290,16.8,0
2023/3/26,USA,Suburban,986.77,489.46,1036.65,1,869,17.26,1
2020/3/23,China,Mountain,194.82,403.13,1541.85,4,261,18.82,1
2020/12/24,Mexico,Forest,2830.67,1048.5,177.02,6,412,6.12,2
2022/8/21,India,Coastal,6034.21,43.64,427.62,3,647,13.76,1
2022/11/28,USA,Coastal,739.21,1480.83,478.85,1,182,1.83,1
2023/8/27,Philippines,Coastal,3530.32,469.15,757.72,6,829,14.66,1
2022/6/24,Russia,Rural,5688.72,827.12,2239.11,2,558,11.48,0
2021/7/23,Nigeria,Suburban,1135.23,1115.8,391.85,3,326,5.37,1
2021/1/6,Indonesia,Suburban,1533.6,216.52,563.8,7,314,13.27,0
2023/4/13,Indonesia,Forest,2016.17,572.64,268.11,3,654,3.14,2
2022/6/11,USA,Urban,2346.3,459.44,763.66,5,652,7.01,1
2023/7/24,Philippines,Mountain,2096.83,160.19,826.26,4,706,8.32,0
2022/10/4,Nigeria,Forest,1210.46,1334.38,881.87,4,409,15.65,1
2020/7/5,Nigeria,Rural,2604.79,424.16,4571.61,4,713,6.52,1
2022/8/20,Philippines,Urban,1233.59,151.95,1871.78,6,716,1.46,0
2021/12/13,India,Suburban,2202.44,605.05,996.08,3,185,4.02,1
2022/4/16,Nigeria,Mountain,1629.17,102.93,1522.65,3,814,12.36,1
2021/11/13,Philippines,Urban,265.67,372.1,613.74,4,477,0.8,1
2021/10/19,Philippines,Mountain,3884.27,756.92,3971.07,7,879,15.95,1
2023/10/4,Indonesia,Coastal,1009.88,88.24,1934.62,2,78,18.07,1
